TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	24/11/28
TIME	17:02:58
SPECTROMETER/DATA SYSTEM	JASCO Corp., V-560, Rev. 1.00
RESOLUTION	
DELTAX	-1
XUNITS	NANOMETERS
YUNITS	REFLECTANCE
FIRSTX	800.0000
LASTX	300.0000
NPOINTS	501
FIRSTY	0.10999
MAXY	0.70780
MINY	0.07121
XYDATA
465.0000	14.553
464.0000	14.727
463.0000	14.891
462.0000	15.066
461.0000	15.228
460.0000	15.417
459.0000	15.63
458.0000	15.81
457.0000	16.015
456.0000	16.198
455.0000	16.395
454.0000	16.571
453.0000	16.726
452.0000	16.894
451.0000	17.071
450.0000	17.235
449.0000	17.396
448.0000	17.579
447.0000	17.766
446.0000	17.954
445.0000	18.134
444.0000	18.288
443.0000	18.489
442.0000	18.703
441.0000	18.923
440.0000	19.123
439.0000	19.312
438.0000	19.531
437.0000	19.748
436.0000	19.939
435.0000	20.092
434.0000	20.241
433.0000	20.442
432.0000	20.616
431.0000	20.816
430.0000	21.052
429.0000	21.246
428.0000	21.5
427.0000	21.765
426.0000	22.032
425.0000	22.243
424.0000	22.433
423.0000	22.626
422.0000	22.839
421.0000	23.093
420.0000	23.61
419.0000	23.787
418.0000	23.948
417.0000	24.077
416.0000	24.296
415.0000	24.544
414.0000	24.814
413.0000	25.079
412.0000	25.335
411.0000	25.574
410.0000	25.853
409.0000	26.135
408.0000	26.386
407.0000	26.627
406.0000	26.885
405.0000	27.128
404.0000	27.383
403.0000	27.701
402.0000	27.96
401.0000	28.321
400.0000	28.623
399.0000	29.015
398.0000	29.434
397.0000	29.804
396.0000	30.197
395.0000	30.568
394.0000	30.977
393.0000	31.361
392.0000	31.759
391.0000	32.191
390.0000	32.673
389.0000	33.145
388.0000	33.573
387.0000	34.09
386.0000	34.667
385.0000	35.319
384.0000	35.831
383.0000	36.467
382.0000	37.208
381.0000	37.895
380.0000	38.663
379.0000	39.393
378.0000	40.353
377.0000	41.325
376.0000	42.208
375.0000	43.188
374.0000	43.999
373.0000	44.861
372.0000	45.605
371.0000	46.327
370.0000	48.155
369.0000	48.701
368.0000	49.149
367.0000	49.491
366.0000	50.171
365.0000	50.697
364.0000	51.103
363.0000	51.599
362.0000	52.036
361.0000	52.494
360.0000	52.935
359.0000	53.311
358.0000	53.612
357.0000	54.033
356.0000	54.403
355.0000	54.73
354.0000	54.983
353.0000	55.191
352.0000	55.55
351.0000	55.733
350.0000	56.039
349.0000	56.255
348.0000	56.434
347.0000	56.57
346.0000	56.868
345.0000	57.184
344.0000	57.367
343.0000	57.527
342.0000	57.83
341.0000	57.951
340.0000	58.237
339.0000	58.142
338.0000	58.126
337.0000	58.369
336.0000	58.306
335.0000	58.301
334.0000	58.265
333.0000	58.222
332.0000	58.308
331.0000	58.045
330.0000	57.736
329.0000	57.861
328.0000	57.708
327.0000	57.483
326.0000	57.185
325.0000	57.128
324.0000	56.701
323.0000	56.795
322.0000	56.699
321.0000	56.809
320.0000	56.571
319.0000	56.982
318.0000	57.339
317.0000	57.501
316.0000	57.962
315.0000	58.463
314.0000	59.207
313.0000	59.659
312.0000	60.151
311.0000	60.716
310.0000	61.15
309.0000	61.879
308.0000	62.314
307.0000	63.193
306.0000	63.821
305.0000	64.812
304.0000	65.778
303.0000	66.778
302.0000	67.813
301.0000	69.244
300.0000	70.78
